cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
150610,C22H25N3O7S,475.5148,0,22,25,3,7,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,4,1,473.5069917,7.2367,31,10,3,4,2,1,1,0.222222222,36,3,0,136.9102,56,0,0,0,0,0,0,3,7,0,1,59,0,0,0,0,191.81,11.79545571,0.970973759,11.14806848,26.07407407,10.54595336,315,363,6,58,61,5,36,11,5,1.2804,127.6413,475.5148,0,50,0,181.57
151075,C15H14N2O2,254.28386,0,15,14,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,254.2889946,5.1623,18,4,2,0,0,0,0,0.2,20,0,0,87.8221,33,0,0,0,0,0,0,2,2,0,0,34,0,0,0,0,86.18,11.28024817,1.010799979,10.15972339,15.39,7.135802469,162,174,12,33,34,2,18,4,2,2.8091,73.4013,254.28386,0,20,0,86.18
151171,C32H26N4O2,498.57444,0,32,26,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,498.5859892,10.8407,31,5,2,2,0,0,0,0.139534884,43,2,0,174.701,64,0,0,0,0,0,0,4,2,0,0,69,0,0,0,0,78.09,13.83740282,1.011308531,12.6826719,28.13520822,12.88685837,342,385,29,64,69,2,31,5,2,6.6453,153.5424,498.57444,0,38,0,78.09
153994,C21H23Cl2NO6,456.31642,0,21,23,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,456.3219894,8.7798,30,7,1,1,0,0,0,0.322580645,31,1,0,134.3176,53,2,0,0,2,0,0,1,6,0,0,54,0,0,0,0,90.93,11.48038082,1.018763852,10.26893224,26.25390219,12.29637642,271,269,6,53,54,5,30,7,1,4.574,116.2357,456.31642,0,43,0,90.93
156391,C14H14O3,230.25916,0,14,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,229.2549945,5.518,15,3,0,1,1,0,0,0.166666667,18,0,0,78.5905,30,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,49.36,11.24148154,0.979017902,10.48240652,13.43209877,5.76,156,162,11,31,32,1,17,3,1,3.0365,66.7918,230.25916,0,20,0,46.53
158781,C24H26N6O3,446.50164,0,24,26,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,4,445.5029913,7.5457,31,8,2,3,5,1,0,0.222222222,36,2,0,148.4062,58,0,0,0,0,0,0,6,3,0,0,61,0,0,0,0,132.64,14.24140278,0.976397536,13.58566031,26.07407407,11.37278107,308,331,22,59,62,1,33,8,3,3.6566,123.7478,446.50164,0,39,0,129.81
159269,C10H14N2O5,242.22856,0,10,14,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,2,1,242.2309949,1.0721,19,6,3,3,0,2,0,0.111111111,18,2,0,73.453,31,0,0,0,0,0,0,2,5,0,0,32,0,0,0,0,104.55,9.387997862,0.97423976,8.636229445,13.43209877,5.325443787,164,180,6,31,32,2,19,6,3,-1.5143,58.0733,242.22856,0,24,0,104.55
166548,C58H73N7O17,1140.23692,0,58,73,7,17,0,0,0,0,0,0,0,0,0,0,5,2,0,9,0,0,0,0,1,0,0,6,4,1140.253976,14.1035,97,24,14,14,0,8,0,0.170454545,88,3,0,359.8931,155,0,0,0,0,0,0,7,17,0,0,161,0,0,0,0,377.42,22.57357655,0.230284255,97.02483688,69.47339876,32.65306122,821,923,24,155,161,7,97,24,14,0.6548,316.9704,1140.23692,0,130,0,377.42
174174,C17H23NO3,289.36942,0,17,23,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,289.3749937,6.7817,26,3,2,2,0,1,1,0.217391304,23,2,0,103.9847,44,0,0,0,0,0,0,1,3,0,0,46,0,0,0,0,50.97,9.19541746,0.975854311,8.422940859,15.87901701,7.05078125,241,267,6,44,46,1,27,4,1,1.8688,84.5078,289.36942,0,39,0,49.77
176870,C22H23N3O4,393.43572,0,22,23,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,3,2,393.4429916,8.9081,30,6,1,1,0,0,0,0.322580645,31,1,0,135.6154,52,0,0,0,0,0,0,3,4,0,0,54,0,0,0,0,74.73,12.35750825,1.015039353,11.17441295,23.65868887,12.7575,263,261,17,52,54,0,30,6,1,3.4781,111.3987,393.43572,0,36,1,74.73
193962,C20H15BrN6O,435.2767,0,20,15,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,3,435.2849926,7.75076,22,6,2,1,0,0,0,0.133333333,30,1,0,125.1302,43,1,0,1,0,0,0,6,1,0,0,45,0,0,0,0,120.64,14.67960568,0.994734214,13.75731455,22.68,10.34693878,217,232,18,43,45,0,22,6,2,5.37156,109.5581,435.2767,0,25,2,120.64
208898,C31H44N2O5S,556.75646,0,31,44,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,3,556.76899,16.7709,49,6,2,2,0,0,1,0.43902439,41,1,0,208.8746,83,0,0,0,0,0,0,2,5,0,1,85,0,0,0,2,98.43,16.00753706,0.399708662,39.04801142,33.50148721,17.19735537,436,442,16,83,85,3,50,7,1,8.2028,161.2032,556.75646,0,66,0,97.23
208902,C16H21NO2,259.34344,0,16,21,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,259.3489944,7.3804,24,3,1,1,0,0,0,0.238095238,21,1,0,97.5504,40,0,0,0,0,0,0,1,2,0,0,42,0,0,0,0,38.33,8.464262019,1.012984359,7.355767735,13.95918367,6.18549346,221,236,6,40,42,1,24,3,1,2.9585,75.4477,259.34344,0,35,0,38.33
208908,C29H26ClFN4O4S,581.0575432,0,29,26,4,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,5,581.068989,12.8519,32,6,2,1,0,0,1,0.25,44,2,0,182.4345,66,2,0,0,1,0,1,4,4,0,1,70,0,0,0,2,119.31,17.28088155,1.014248799,16.03810896,31.42561983,14.6503642,350,385,28,66,70,2,33,7,2,7.6838,153.8834,581.0575432,1,40,0,114.73
213039,C27H37N3O7S,547.66358,0,27,37,3,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,4,2,547.6739904,13.123,47,10,3,2,0,1,0,0.317073171,41,2,0,181.365,75,0,0,0,0,0,0,3,7,0,1,78,0,0,0,2,148.8,13.19807944,0.980023849,12.46710027,30.94705532,14.25445898,403,439,12,75,78,3,47,10,3,4.4282,142.2009,547.66358,0,63,0,148.8
213046,C28H36N4O2S,492.67604,0,28,36,4,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,492.688992,12.9181,41,6,1,1,0,0,1,0.12195122,41,3,0,172.1573,71,0,0,0,0,0,0,4,2,0,1,77,0,0,0,0,86.19,11.53282624,1.042104995,10.06685631,24.06900654,9.950550927,422,496,10,71,77,2,42,7,0,4.1966,151.547,492.67604,0,65,0,84.99
216235,C18H15ClN2O6S2,454.9045,0,18,15,2,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,3,454.9129938,7.9965,22,9,1,1,0,0,0,0.1875,32,3,0,122.9409,44,1,0,0,1,0,0,2,6,0,2,47,0,0,0,2,144.35,14.51653963,1.017150932,13.27176555,22.203125,8.859375,239,259,16,44,47,3,22,9,1,5.115,107.1802,454.9045,0,28,0,144.35
216239,C21H16ClF3N4O3,464.8249496,0,21,16,4,3,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,3,464.8309889,8.7465,23,7,3,3,0,0,0,0.264705882,34,1,0,129.1117,48,4,0,0,1,0,3,4,3,0,0,50,0,0,0,0,92.35,13.34737691,1.010950189,12.20280371,26.60207612,12.109375,244,267,18,48,50,2,23,7,3,6.0866,112.4826,464.8249496,3,30,0,92.35
216326,C13H13N3O3,259.26062,0,13,13,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,259.2649947,3.578,19,6,2,1,0,0,0,0.047619048,21,2,0,76.1231,32,0,0,0,0,0,0,3,3,0,0,34,0,0,0,0,92.5,11.0134905,1.010447196,9.899620027,13.95918367,5.413111342,175,200,6,32,34,3,19,6,2,0.8777,74.9346,259.26062,0,25,0,92.5
219024,C15H18N8O5,390.35402,0,15,18,8,5,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,4,3,390.3599932,2.0447,29,13,5,4,0,3,0,0.161290323,31,4,0,112.5491,46,0,0,0,0,0,0,8,5,0,0,49,0,0,0,0,186.46,14.02561408,0.972128458,13.42773736,21.24037461,8.625708885,246,278,15,46,49,1,29,13,5,-1.4626,92.792,390.35402,0,33,0,186.46
219078,C13H18N2O3,250.29362,0,13,18,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,250.2979949,5.2257,23,5,2,2,0,0,0,0.444444444,18,0,0,86.1758,36,0,0,0,0,0,0,2,3,0,0,36,0,0,0,0,67.43,11.2364538,1.015365019,10.06641808,16.05555556,8.991735537,176,170,6,36,36,2,23,5,2,1.2357,67.3384,250.29362,0,28,0,67.43
259331,C23H31Cl2NO3,440.40314,0,23,31,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,1,440.4109901,11.9131,35,4,1,1,0,1,0,0.21875,32,0,0,150.9058,60,2,0,0,2,0,0,1,3,0,0,63,0,0,0,0,49.77,15.65224179,0.967889103,15.17152394,22.203125,9.240380263,339,382,6,60,63,1,35,4,1,5.182,117.8008,440.40314,0,56,0,49.77
387447,C19H25BN4O4,384.2372,0,19,25,4,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,384.2449929,5.1515,34,8,4,4,0,0,0,0.379310345,29,1,0,126.0781,53,0,1,0,0,0,0,4,4,0,0,54,0,0,0,0,124.44,9.257641245,0.276803524,32.44480994,24.27110583,12.6398892,265,281,12,53,54,2,34,8,4,1.5623,105.3005,384.2372,0,40,0,124.44
392622,C37H48N6O5S2,720.94422,0,37,48,6,5,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,4,4,720.9619894,16.6921,59,13,4,4,0,1,0,0.41509434,53,2,0,248.615,98,0,0,0,0,0,0,6,5,0,2,101,0,0,0,0,202.26,14.91276542,0.973180332,14.32374313,42.73762905,22.39555644,508,533,22,98,101,3,59,13,4,7.0779,197.8239,720.94422,0,76,0,202.26
439693,C11H16N4O4,268.26914,0,11,16,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,2,1,268.272995,1.4098,23,8,4,4,0,3,1,0.095238095,21,3,0,77.6462,35,0,0,0,0,0,0,4,4,0,0,37,0,0,0,0,112.13,8.079575006,0.969676616,7.332236619,13.95918367,5.78,190,215,5,35,37,1,23,8,4,-1.4154,72.0841,268.26914,0,31,0,112.13
441290,C32H53N2O4,529.77422,1,32,53,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,6,0,529.7859889,16.7478,57,4,2,2,0,1,2,0.139534884,43,2,0,205.5229,91,0,0,0,0,0,0,2,4,0,0,96,0,0,0,0,60.2,14.21724279,0.973700474,13.60124871,28.13520822,10.68211183,529,606,0,91,96,2,58,5,1,4.3042,160.4708,529.77422,0,94,0,59
441314,C8H17NO5,207.22428,0,8,17,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,207.2259957,0.1661,22,5,6,6,0,5,1,0.214285714,14,1,0,65.5629,31,0,0,0,0,0,0,1,5,0,0,31,0,0,0,0,105.59,7.682910725,0.970514051,6.916331267,12.07142857,5.185595568,157,172,0,31,31,0,23,6,5,-3.3242,51.076,207.22428,0,31,0,104.39
441335,C22H28Cl2O4,427.36132,0,22,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,427.36799,8.0516,32,4,2,2,0,2,0,0.064516129,31,0,0,140.6076,56,2,0,0,2,0,0,0,4,0,0,59,0,0,0,0,74.6,12.10693831,0.973059194,11.44213957,21.24037461,6.497686009,322,382,0,56,59,4,32,4,2,3.4115,110.3356,427.36132,0,55,0,74.6
441383,C26H31Cl2N5O3,532.46204,0,26,31,5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,3,532.471989,12.036,37,7,1,1,0,0,1,0.2,40,3,0,168.3051,67,2,0,0,2,0,0,5,3,0,0,71,0,0,0,0,66.08,17.4741235,1.080734238,15.16875165,27.5625,12.45306248,367,398,17,67,71,0,38,8,0,4.4656,146.845,532.46204,0,54,0,64.88
443872,C24H30O6,414.4914,0,24,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,6,0,414.4979904,9.0041,36,6,0,0,0,0,0,0.057142857,35,2,0,139.445,60,0,0,0,0,0,0,0,6,0,0,65,0,0,0,0,82.2,13.22392605,1.076963321,11.27890104,20.59591837,6.315555556,364,435,0,60,65,4,36,6,0,3.1245,107.735,414.4914,0,61,0,82.2
444036,C25H31F3O5S,500.5708496,0,25,31,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,500.5789894,10.3204,37,6,1,1,0,1,0,0.162162162,37,0,0,156.1368,65,3,0,0,0,0,3,0,5,0,1,68,0,0,0,0,105.97,13.64398581,0.966551811,13.1161453,27.04601899,9.081429723,369,425,0,65,68,5,37,6,1,4.43,123.0318,500.5708496,3,63,0,105.97
445643,C44H69NO12,804.01816,0,44,69,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,4,0,0,3,0,804.0309821,19.1294,82,13,3,3,0,3,0,0.116666667,60,3,0,288.1156,126,0,0,0,0,0,0,1,12,0,0,129,0,0,0,0,178.36,16.92586564,0.756261657,21.38096496,49.65333333,22.90427258,679,715,0,126,129,7,82,13,3,4.5769,220.3034,804.01816,0,122,0,178.36
446155,C24H26FNO4,411.4659432,0,24,26,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,3,2,410.4649903,8.4378,28,5,2,3,1,2,0,0.25,32,1,0,141.5881,55,1,0,0,0,0,1,1,4,0,0,57,0,0,0,0,85.52,13.28257275,0.971767373,12.66846955,24.63867188,11.22765432,288,315,16,56,58,2,30,5,3,4.6281,116.4294,411.4659432,1,40,0,82.69
446156,C26H34FNO5,459.5502632,0,26,34,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,2,458.5499893,10.596,38,6,2,3,1,2,0,0.323529412,34,1,0,161.4851,66,1,0,0,0,0,1,1,5,0,0,67,0,0,0,0,102.71,13.87068383,0.965736395,13.36280533,29.23183391,13.92123133,340,345,12,67,68,2,40,6,3,4.8807,127.8704,459.5502632,1,54,0,99.88
446157,C22H28FN3O6S,481.5376232,0,22,28,3,6,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,480.5379914,8.3748,35,9,2,3,1,2,0,0.294117647,34,1,0,150.6711,60,1,0,0,0,0,1,3,6,0,1,61,0,0,0,2,152.13,13.78663181,0.967598865,13.24829267,29.23183391,12.80799667,310,324,12,61,62,4,37,9,3,3.4825,123.3984,481.5376232,1,46,0,149.3
446541,C17H20O6,320.3371,0,17,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,319.3329924,6.1408,24,6,1,2,1,0,0,0.25,24,1,0,102.832,42,0,0,0,0,0,0,0,6,0,0,43,0,0,0,0,95.89,11.38861489,0.965904905,10.7906171,19.32638889,8.392733564,220,218,6,43,44,3,26,6,2,2.7332,84.3533,320.3371,0,35,0,93.06
446596,C26H44O9,500.62216,0,26,44,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,2,0,499.6209887,11.6414,51,9,3,4,1,3,0,0.472222222,36,2,0,175.6289,78,0,0,0,0,0,0,0,9,0,0,79,0,0,0,0,148.88,14.32432616,0.969270091,13.7784671,31.2191358,16.0703125,418,440,0,79,80,3,53,9,4,2.5925,131.1062,500.62216,0,77,0,146.05
449171,C20H28O2,300.43512,0,20,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,299.4339932,9.7872,28,2,0,1,1,0,0,0.227272727,22,0,0,121.8785,49,0,0,0,0,0,0,0,2,0,0,49,0,0,0,0,40.13,13.34230115,0.974455889,12.69205246,20.04545455,9.333333333,248,239,0,50,50,6,30,2,1,5.6026,95.2818,300.43512,0,44,0,37.3
449193,C17H14Cl2F2N2O3,403.2074664,0,17,14,2,3,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,403.2119901,8.1115,19,5,1,1,0,0,0,0.285714286,28,1,0,108.5679,40,4,0,0,2,0,2,2,3,0,0,42,0,0,0,0,60.45,11.72007616,1.01790582,10.51391015,20.72704082,9.467455621,214,238,12,40,42,1,19,5,1,5.1039,93.8642,403.2074664,2,29,0,60.45
451668,C8H12N4O4,228.20528,0,8,12,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,228.2079959,0.7437,19,8,3,2,0,2,0,0.117647059,17,2,0,65.6524,28,0,0,0,0,0,0,4,4,0,0,29,0,0,0,0,123.49,9.665986641,0.974004024,8.923969929,12.4567474,5.104166667,146,162,6,28,29,1,19,8,3,-1.5576,52.481,228.20528,0,22,0,123.49
460612,C13H18Cl2N2O2,305.20022,0,13,18,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,304.1969935,7.5562,19,3,1,1,1,0,0,0.421052632,19,0,0,96.01,36,2,0,0,2,0,0,2,2,0,0,36,0,0,0,0,71.01,12.17501859,0.98018149,11.42118803,17.05263158,9.03125,184,188,6,37,37,1,22,4,2,2.6253,78.9142,305.20022,0,30,0,66.56
464205,C9H14N5O4P,287.212322,0,9,14,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,287.2159965,2.8283,20,9,3,2,2,0,0,0.25,20,2,0,82.7679,33,0,0,0,0,0,0,5,4,1,0,34,0,0,0,0,151.85,8.636614045,0.969279702,7.91034242,15.39,6.18549346,168,177,10,33,34,1,22,9,3,0.53,67.4825,287.212321,0,23,0,146.19
477468,C56H71N9O23S,1270.27444,0,56,71,9,23,0,0,1,0,0,0,0,0,0,0,5,2,0,9,0,0,0,0,1,0,0,6,4,1270.290975,13.0211,101,32,16,15,1,8,0,0.2,95,4,0,368.3347,160,0,0,0,0,0,0,9,23,0,1,166,0,0,0,2,521.35,21.10686041,0.959453911,20.9988268,76.36742382,34.97542533,847,957,23,160,166,10,102,32,16,-0.539,326.9666,1270.27444,0,133,0,518.52
489181,C18H22F2N4O,348.3902864,0,18,22,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,348.3969924,6.4728,25,4,2,2,0,1,1,0.185185185,27,2,0,112.6377,47,2,0,0,0,0,2,4,1,0,0,49,0,0,0,0,55.38,11.39125221,0.870642689,12.0837281,19.75308642,8.347140039,250,274,11,47,49,1,26,5,1,2.4225,94.2178,348.3902864,2,37,0,54.18
644241,C28H22F3N7O,529.5157896,0,28,22,7,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,529.5259883,9.6508,29,7,2,2,0,0,0,0.186046512,43,3,0,164.1423,61,3,0,0,0,0,3,7,1,0,0,65,0,0,0,0,97.62,14.46109823,1.009867548,13.31979694,30.45754462,13.53329865,320,351,29,61,65,1,29,7,2,6.5018,141.0769,529.5157896,3,35,0,97.62
667490,C5H4N4S,152.17706,0,5,4,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,152.1819997,1.6899,7,3,2,2,0,0,0,0,11,2,0,43.1128,14,0,0,0,0,0,0,4,0,0,1,15,0,0,0,0,89.45,6.401215155,1.010834033,5.332607476,6.694214876,2.56,72,81,10,14,15,1,7,3,2,1.0155,39.0734,152.17706,0,4,0,89.45
969472,C17H17ClN6O3,388.80828,0,17,17,6,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,2,388.8149925,5.7868,25,8,1,1,0,0,1,0.133333333,30,4,0,107.4838,44,1,0,0,1,0,0,6,3,0,0,47,0,0,0,0,92.96,12.16450052,1.059770622,10.47842775,20.28,8.788534343,241,265,12,44,47,2,26,9,0,1.5088,106.9565,388.80828,0,33,0,91.76
1548943,C18H27NO3,305.41188,0,18,27,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,305.4179934,8.3955,31,4,2,2,0,0,0,0.454545455,22,0,0,119.3034,49,0,0,0,0,0,0,1,3,0,0,49,0,0,0,0,58.56,15.57583127,0.968916221,15.07551915,20.04545455,11.52263374,243,235,6,49,49,2,31,4,2,4.1805,90.5207,305.41188,0,41,0,58.56
3000226,C31H48O6,516.70922,0,31,48,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,0,515.7109884,14.1431,52,6,2,3,1,2,0,0.15,40,0,0,194.7401,84,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,106.89,14.9618884,0.967981455,14.45679241,29.97,10.76660156,472,521,0,85,88,4,54,6,3,5.6661,146.3274,516.70922,0,84,0,104.06
3001028,C18H22O5S,350.42928,0,18,22,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,350.4359939,8.4709,26,5,1,1,1,0,0,0.074074074,27,0,0,114.2648,46,0,0,0,0,0,0,0,5,0,1,49,0,0,0,2,91.88,13.61403425,0.976025569,12.94844017,17.41563786,6.02055165,266,311,6,46,49,3,27,5,1,4.3742,90.2628,350.42928,0,40,0,89.05
3001055,C13H22N4O3S,314.40378,2,13,22,4,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,314.4109962,7.7535,26,4,3,3,0,0,1,0.476190476,21,1,0,108.1659,43,0,0,0,0,0,0,4,3,0,1,43,2,0,0,0,110.08,14.24486331,1.019794911,12.96836085,19.04761905,10.68047337,212,197,5,43,43,2,27,5,2,2.764,86.0104,314.40378,0,36,0,111.56
3002977,C29H41F2N5O,513.6655464,0,29,41,5,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,2,513.6769892,14.0813,45,5,2,2,0,0,1,0.219512195,41,3,0,183.9103,78,2,0,0,0,0,2,5,1,0,0,82,0,0,0,0,64.25,12.90370166,1.022948968,11.61421836,28.52587745,12.25,439,488,11,78,82,1,46,6,1,6.2797,145.8397,513.6655464,2,70,0,63.05
3010818,C36H53N7O6,679.84932,0,36,53,7,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,5,1,679.8629867,15.1246,66,13,4,4,0,0,0,0.358490566,53,2,0,236.2473,102,0,0,0,0,0,0,7,6,0,0,106,0,0,0,0,179.56,15.04787253,1.008905376,13.91504841,40.19081524,18.35734072,565,627,6,102,106,6,66,13,4,3.9474,186.7383,679.84932,0,94,0,179.56
3011155,C11H15N5O5,297.2673,0,11,15,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,3,2,297.2709945,1.6569,24,10,4,3,0,3,0,0.130434783,23,3,0,85.8462,36,0,0,0,0,0,0,5,5,0,0,38,0,0,0,0,148.77,10.39802239,0.971371645,9.70447387,15.87901701,6.24567474,191,211,10,36,38,0,24,10,4,-1.3902,69.1658,297.2673,0,28,0,148.77
3033637,C12H21N5O2S2,331.45744,2,12,21,5,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,331.4669982,7.494,26,5,3,3,0,0,1,0.476190476,21,1,0,110.5149,42,0,0,0,0,0,0,5,2,0,2,42,2,0,0,0,138.07,13.9635164,1.009269457,12.83527095,19.04761905,10.68047337,207,191,5,42,42,2,27,6,2,2.6275,89.4164,331.45744,0,35,0,139.55
3033825,C14H12N6O,280.28468,0,14,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,280.2909951,3.21376,19,7,2,2,0,0,0,0.136363636,22,1,0,84.7782,33,0,0,0,0,0,0,6,1,0,0,34,0,0,0,0,113.43,12.34612828,1.013243761,11.18475628,17.3553719,8.585017836,166,180,6,33,34,3,19,7,2,1.19916,84.5524,280.28468,0,23,2,113.43
3034010,C29H53NO5,495.73482,0,29,53,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,495.7449895,17.6929,59,6,1,1,0,0,0,0.685714286,35,1,0,201.2904,88,0,0,0,0,0,0,1,5,0,0,88,0,0,0,0,81.7,16.73944105,1.013918694,15.50964831,33.02857143,20.98979592,463,466,0,88,88,3,59,6,1,7.9087,145.3637,495.73482,0,85,0,81.7
3036505,C24H23ClO2,378.89122,0,24,23,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,378.898991,9.4096,25,2,1,1,0,1,0,0.275862069,29,0,0,137.8188,50,1,0,0,1,0,0,0,2,0,0,52,0,0,0,0,29.46,11.79385742,0.977022268,11.07122684,21.70273484,11.86997809,253,268,18,50,52,1,25,2,1,5.6457,113.1698,378.89122,0,33,0,29.46
3052762,C18H26ClN3O3,367.87034,0,18,26,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3,1,367.8769925,9.8776,31,5,3,2,0,0,1,0.259259259,27,2,0,124.4616,51,1,0,0,1,0,0,3,3,0,0,53,0,0,0,0,78.02,10.37170763,1.011240553,9.256419797,19.75308642,9.273922571,276,289,6,51,53,1,32,6,2,2.9978,102.4346,367.87034,0,46,0,76.82
