cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
5526,C8H15NO2,157.2102,0,8,15,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,156.2049968,4.8695,15,2,1,1,1,0,0,0.181818182,11,0,0,56.86,25,0,0,0,0,0,0,1,2,0,0,25,0,0,0,0,67.77,7.58644167,0.98091052,6.734081259,9.090909091,4.132653061,135,145,0,26,26,1,18,3,2,1.5364,42.9352,157.2102,0,25,0,63.32
5533,C19H22ClN5O,371.86388,0,19,22,5,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,371.8719928,7.4992,25,5,1,1,0,0,1,0.172413793,29,3,0,123.0661,48,1,0,0,1,0,0,5,1,0,0,51,0,0,0,0,46.98,13.4056648,1.053708933,11.7223604,19.32223543,9,262,289,16,48,51,1,26,6,0,2.3646,111.119,371.86388,0,34,0,45.78
5556,C17H12Cl2N4,343.20998,0,17,12,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,343.2169929,5.5418,15,4,0,0,0,0,0,0.038461538,26,2,0,102.2102,35,2,0,0,2,0,0,4,0,0,0,38,0,0,0,0,43.07,10.19658713,1.083752127,8.40859711,16.46745562,6.718836565,190,213,17,35,38,1,15,4,0,3.6691,95.661,343.20998,0,20,0,43.07
5578,C14H18N4O3,290.31772,0,14,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,290.3229945,6.5201,25,7,2,0,0,0,0,0.227272727,22,1,0,98.4186,39,0,0,0,0,0,0,4,3,0,0,40,0,0,0,0,105.51,11.75134418,1.005930662,10.68206182,17.3553719,8.022222222,192,180,12,39,40,0,25,7,2,2.42,79.7698,290.31772,0,28,0,105.51
5591,C24H27NO5S,441.53988,0,24,27,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,4,2,441.548992,9.4976,34,7,2,2,0,0,0,0.147058824,34,2,0,148.1966,58,0,0,0,0,0,0,1,5,0,1,61,0,0,0,0,110.16,13.86165033,0.966975455,13.33505914,24.1349481,9.70011534,313,332,12,58,61,2,34,7,2,4.703,125.5487,441.53988,0,47,0,110.16
5596,C25H30NO3,392.5106,1,25,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,392.5189912,9.5483,33,3,1,1,0,1,1,0.151515152,33,3,0,143.348,59,0,0,0,0,0,0,1,3,0,0,63,0,0,0,0,46.53,11.52427473,0.987233298,10.67330433,20.87786961,8.501457726,334,393,12,59,63,1,33,3,1,3.7285,117.4348,392.5106,0,50,0,46.53
5656,C17H27NO2,277.40178,0,17,27,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,277.4079942,8.0881,29,2,2,2,0,1,1,0.238095238,21,0,0,113.2795,47,0,0,0,0,0,0,1,2,0,0,48,0,0,0,0,33.9,11.68713834,0.964606224,11.1159682,16.37188209,7.319857313,247,252,6,47,48,0,30,3,1,3.0356,83.1448,277.40178,0,42,0,32.7
5665,C6H11NO2,129.15704,0,6,11,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,128.1509974,3.3365,11,2,1,1,1,0,0,0.5,8,0,0,44.658,19,0,0,0,0,0,0,1,2,0,0,18,0,0,0,0,67.77,6.927446891,0.980206196,6.067336366,9,4.839506173,89,86,0,20,19,2,14,3,2,1.0648,34.9612,129.15704,0,17,0,63.32
5717,C31H33N3O6S,575.67522,0,31,33,3,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,4,575.6869894,13.3589,41,9,2,2,0,0,0,0.244444444,45,1,0,192.5083,74,0,0,0,0,0,0,3,6,0,1,78,0,0,0,2,124.11,12.21758732,1.016839439,11.01525713,32.39506173,14.4,397,428,22,74,78,4,41,9,2,7.2406,157.8159,575.67522,0,52,0,124.11
5719,C17H15N5O,305.3339,0,17,15,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,305.3409942,5.04548,20,6,0,0,0,0,0,0.16,25,2,0,103.014,38,0,0,0,0,0,0,5,1,0,0,40,0,0,0,0,74.29,13.19924678,1.082236971,11.19626305,17.8112,7.92,197,210,16,38,40,1,20,6,0,2.64078,87.159,305.3339,0,22,1,74.29
5732,C19H21N3O,307.38954,0,19,21,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,307.3969938,7.1954,24,4,0,0,0,0,0,0.16,25,2,0,115.24,44,0,0,0,0,0,0,3,1,0,0,46,0,0,0,0,37.61,12.86149191,1.075339981,10.96039591,17.8112,7.486111111,229,231,16,44,46,1,24,4,0,3.2488,93.043,307.38954,0,29,0,37.61
5734,C8H8N2O3S,212.22572,0,8,8,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,212.2299976,3.8302,12,5,1,0,0,0,0,0.133333333,15,1,0,58.9138,22,0,0,0,0,0,0,2,3,0,1,23,0,0,0,2,94.57,8.957180272,1.020227638,7.779589903,10.51555556,3.867768595,114,127,10,22,23,2,12,5,1,2.3974,50.6464,212.22572,0,11,0,94.57
5743,C22H29FO5,392.4610632,0,22,29,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,392.4669906,6.2681,34,5,3,3,0,3,0,0.064516129,31,0,0,133.6234,57,1,0,0,0,0,1,0,5,0,0,60,0,0,0,0,94.83,12.03170458,0.965566586,11.46077149,21.24037461,6.497686009,325,386,0,57,60,4,34,5,3,1.8957,101.9564,392.4610632,1,56,0,94.83
5746,C15H18N4O5,334.32722,0,15,18,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,0,5,0,334.3319933,5.0663,26,8,3,0,0,0,1,0.148148148,27,3,0,94.2021,42,0,0,0,0,0,0,4,5,0,0,45,0,0,0,0,141.56,8.178680106,1.004049637,7.145693006,17.41563786,5.75,238,272,0,42,45,5,27,9,3,0.0161,86.9545,334.32722,0,40,0,146.89
5754,C21H30O5,362.4599,0,21,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,362.4659917,6.4184,35,5,3,3,0,3,0,0.068965517,29,0,0,130.2584,56,0,0,0,0,0,0,0,5,0,0,59,0,0,0,0,94.83,9.982879341,0.971540145,9.27531327,19.32223543,6.25,322,380,0,56,59,3,35,5,3,1.7816,97.5344,362.4599,0,56,0,94.83
5757,C18H24O2,272.38196,0,18,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,272.3879938,7.2852,26,2,2,2,0,1,0,0,23,0,0,107.0708,44,0,0,0,0,0,0,0,2,0,0,47,0,0,0,0,40.46,11.7587764,0.975353007,11.05591854,13.64839319,4.75,254,300,6,44,47,0,26,2,2,3.6092,81.0268,272.38196,0,41,0,40.46
5775,C17H19N3O,281.35226,0,17,19,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,281.3589944,5.8973,23,3,2,2,0,0,1,0.173913043,23,1,0,101.9678,40,0,0,0,0,0,0,3,1,0,0,42,0,0,0,0,47.86,10.43385962,0.969894654,9.75772464,15.87901701,7.513007284,207,219,12,40,42,1,23,3,2,2.6048,93.9107,281.35226,0,29,0,47.86
5780,C6H14O6,182.17176,0,6,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,182.1719959,-1.6914,20,6,6,6,0,6,0,0.454545455,11,0,0,54.7528,26,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,121.38,7.520883903,0.97641118,6.702578641,12,5.612244898,120,128,0,26,25,0,20,6,6,-3.5854,37.9268,182.17176,0,25,0,121.38
5852,C5H11NO2S,149.21134,0,5,11,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,148.2069991,2.688,12,3,2,2,1,0,0,0.25,8,0,0,48.63,19,0,0,0,0,0,0,1,2,0,1,18,0,0,0,0,106.57,6.585010416,0.98240037,5.70298039,9,2.722222222,91,89,0,20,19,1,15,4,3,0.807,38.5952,149.21134,0,18,0,102.12
5920,C15H12I3NO4,650.97349,0,15,12,1,4,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,2,649.9679917,6.6518,14,4,2,2,1,0,0,0.208333333,24,0,0,123.283,34,3,0,0,0,3,0,1,4,0,0,35,0,0,0,0,97.23,13.31231981,0.976109256,12.63814525,19.32638889,8.392733564,174,196,12,35,36,1,17,5,3,4.653,112.1912,650.97349,0,23,0,92.78
5961,C5H10N2O3,146.1445,0,5,10,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,145.1379973,2.3955,12,4,2,1,1,0,0,0.444444444,9,0,0,41.9868,19,0,0,0,0,0,0,2,3,0,0,18,0,0,0,0,110.86,5.646014444,0.981960192,4.749738627,10,4.760330579,90,89,0,20,19,2,15,5,3,0.0644,33.5356,146.1445,0,17,0,106.41
5994,C21H30O2,314.4617,0,21,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,314.4689929,10.0504,32,2,0,0,0,0,0,0.038461538,26,0,0,125.721,53,0,0,0,0,0,0,0,2,0,0,56,0,0,0,0,34.14,9.868978086,1.079882412,8.138937701,16.46745562,5.5,310,356,0,53,56,3,32,2,0,4.7235,94.011,314.4617,0,53,0,34.14
6005,C17H17NO2,267.32238,0,17,17,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,2,267.327994,5.3019,19,2,3,3,0,0,1,0,23,1,0,96.4919,37,0,0,0,0,0,0,1,2,0,0,40,0,0,0,0,44.9,10.32443918,0.969291041,9.65153679,13.64839319,5.025306122,205,233,12,37,40,0,20,3,2,2.7878,83.019,267.32238,0,28,0,43.7
6013,C19H28O2,288.42442,0,19,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,288.4309936,8.7038,30,2,1,1,0,1,0,0,24,0,0,115.2928,49,0,0,0,0,0,0,0,2,0,0,52,0,0,0,0,37.3,9.614624249,0.965331767,8.959916976,14.58333333,4.746877055,288,337,0,49,52,2,30,2,1,3.8792,85.3588,288.42442,0,50,0,37.3
6018,C19H27NO3,317.42258,0,19,27,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,1,317.4289931,9.2445,30,3,1,1,0,0,1,0.16,25,2,0,118.7709,50,0,0,0,0,0,0,1,3,0,0,52,0,0,0,0,39.97,12.74186622,1.064046934,10.97490996,17.8112,7.486111111,273,281,6,50,52,1,31,4,0,3.176,95.404,317.42258,0,45,0,38.77
6058,C2H7NS,77.14868,0,2,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.15200078,2.0645,8,1,2,1,0,0,0,0.333333333,3,0,0,31.1705,11,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,66.44,4.184704062,1.018306218,3.109475116,4,3,45,36,0,11,10,0,9,2,2,0.5752,22.3644,77.14868,0,10,0,64.82
6215,C24H30F2O6,452.4882064,0,24,30,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,452.4939888,7.8779,36,6,2,2,0,2,0,0.055555556,36,1,0,142.9396,62,2,0,0,0,0,2,0,6,0,0,66,0,0,0,0,93.06,13.75079558,0.972102811,13.14541283,23.72839506,7.029478458,362,430,0,62,66,4,36,6,2,2.3668,110.5536,452.4882064,2,62,0,93.06
6251,C6H14O6,182.17176,0,6,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,182.1719959,-1.6914,20,6,6,6,0,6,0,0.454545455,11,0,0,54.7528,26,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,121.38,7.608315126,0.970155079,6.842370037,12,5.612244898,120,128,0,26,25,0,20,6,6,-3.5854,37.9268,182.17176,0,25,0,121.38
6256,C10H11F3N2O5,296.1999496,0,10,11,2,5,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,2,1,296.2009925,1.2832,16,6,3,3,0,2,0,0.142857143,21,2,0,70.318,31,3,0,0,0,0,3,2,5,0,0,32,0,0,0,0,104.55,9.735874322,0.968504572,9.052481535,16.37188209,6.01171875,167,192,6,31,32,2,16,6,3,-0.8039,58.1093,296.1999496,3,24,0,104.55
6279,C24H34O4,386.52436,0,24,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,386.5319912,10.5448,38,4,0,0,0,0,0,0.096774194,31,0,0,145.693,62,0,0,0,0,0,0,0,4,0,0,65,0,0,0,0,60.44,9.810414538,1.062569614,8.232726413,21.24037461,7.017301038,356,401,0,62,65,4,38,4,0,4.6552,109.755,386.52436,0,61,0,60.44
6322,C6H14N4O2,174.20096,0,6,14,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,173.1959974,3.9766,17,5,3,1,1,0,2,0.454545455,11,0,0,57.0256,25,0,0,0,0,0,0,4,2,0,0,24,0,0,0,0,132.17,7.551819975,0.982779248,6.684146763,12,6.50887574,118,113,0,26,25,2,20,6,4,0.5528,44.535,174.20096,0,23,0,127.72
8226,C20H25N3O2,339.4314,0,20,25,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,1,339.4389931,7.8375,28,3,4,4,0,1,1,0.178571429,28,2,0,124.7675,50,0,0,0,0,0,0,3,2,0,0,53,0,0,0,0,69.56,9.4784336,0.966456893,8.807404413,18.36734694,7.552647234,275,304,10,50,53,2,29,4,3,2.2535,103.3652,339.4314,0,41,0,68.36
9433,C16H24N10O4,420.42636,0,16,24,10,4,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,4,4,420.4339933,3.9976,30,10,4,2,0,0,0,0.032258065,31,4,0,138.7358,54,0,0,0,0,0,0,10,4,0,0,55,0,0,0,0,200.64,9.775626186,1.017179186,8.610525186,26.25390219,11.74380165,270,268,20,54,55,4,32,12,4,-1.775,111.4182,420.42636,0,31,0,197.4
9444,C8H12N4O5,244.20468,0,8,12,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,1,244.2069955,-0.327,20,9,4,3,0,3,0,0.111111111,18,2,0,67.1522,29,0,0,0,0,0,0,4,5,0,0,30,0,0,0,0,143.72,9.675468944,0.973820702,8.935575333,13.43209877,5.325443787,150,170,6,29,30,1,20,9,4,-2.5868,53.6428,244.20468,0,23,0,143.72
9642,C26H32F2O7,494.5248864,0,26,32,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,5,0,494.5309877,9.1561,39,7,1,1,0,1,0,0.102564103,39,1,0,154.4528,67,2,0,0,0,0,2,0,7,0,0,71,0,0,0,0,99.13,13.89417069,0.978665548,13.19705711,26.60092045,8.248162174,388,451,0,67,71,5,39,7,1,2.9376,120.2908,494.5248864,2,66,0,99.13
9651,C17H21NO3,287.35354,0,17,21,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,1,287.3589936,6.483,24,3,2,2,0,1,1,0.041666667,24,2,0,101.4097,42,0,0,0,0,0,0,1,3,0,0,45,0,0,0,0,43.13,10.67167343,0.975460598,9.940137871,14.58333333,5.273922571,237,263,6,42,45,1,25,4,1,1.7882,84.0468,287.35354,0,38,0,41.93
9878,C22H29FO4,376.4616632,0,22,29,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,376.467991,7.3388,33,4,2,2,0,2,0,0.033333333,30,0,0,132.1236,56,1,0,0,0,0,1,0,4,0,0,59,0,0,0,0,74.6,10.44962102,0.971543344,9.755692054,20.28,6.009615385,321,378,0,56,59,4,33,4,2,2.9233,100.7946,376.4616632,1,55,0,74.6
9880,C24H29ClO4,416.93766,0,24,29,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,416.9449903,9.8849,33,4,0,0,0,0,0,0.090909091,33,0,0,142.616,58,1,0,0,1,0,0,0,4,0,0,62,0,0,0,0,60.44,10.20484951,1.054493046,8.677493415,20.87786961,6.508928571,343,406,0,58,62,5,33,4,0,4.6076,111.963,416.93766,0,57,0,60.44
10531,C33H37N5O5,583.67738,0,33,37,5,5,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,8,2,583.6889879,10.2689,45,8,4,4,0,1,1,0.1,50,5,0,191.8409,80,0,0,0,0,0,0,5,5,0,0,87,0,0,0,0,119.41,15.11893223,0.973774492,14.52611241,30.3408,11.31261016,465,548,16,80,87,3,46,9,3,2.2857,170.0242,583.67738,0,68,0,118.21
10917,C7H15NO3,161.1989,2,7,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,161.2009968,1.8116,17,3,1,2,1,1,1,0.4,10,0,0,55.3217,26,0,0,0,0,0,0,1,3,0,0,25,0,0,0,0,60.36,6.620644955,0.969342985,5.830033394,11,4.132653061,127,122,0,26,25,1,17,3,1,-1.8065,39.1287,161.1989,0,24,0,60.36
12035,C5H9NO3S,163.19486,0,5,9,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,162.1899986,1.7878,12,5,2,3,1,0,0,0.444444444,9,0,0,45.6089,18,0,0,0,0,0,0,1,3,0,1,17,0,0,0,0,108.03,6.213392815,0.979114696,5.345929482,10,4.760330579,85,81,0,19,18,2,14,5,3,-0.1036,38.8515,163.19486,0,16,0,105.2
12620,C22H46O,326.60004,0,22,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,326.6089933,14.9709,47,1,1,1,0,1,0,0.909090909,22,0,0,157.9898,69,0,0,0,0,0,0,0,1,0,0,68,0,0,0,0,20.23,20.33578395,0.982977901,19.68793604,23,22,356,344,0,69,68,0,47,1,1,7.8006,109.0298,326.60004,0,68,0,20.23
13109,C21H28O2,312.44582,0,21,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,312.4529929,8.5021,30,2,1,1,0,1,0,0.038461538,26,0,0,123.3668,51,0,0,0,0,0,0,0,2,0,0,54,0,0,0,0,37.3,10.34789321,0.990145563,9.450880757,16.46745562,5.771564545,296,349,0,51,54,2,30,2,1,3.8826,93.4328,312.44582,0,51,1,37.3
14969,C66H75Cl2N9O24,1449.2536,0,66,75,9,24,2,0,0,0,0,0,0,0,0,1,7,0,0,9,0,0,1,0,6,0,0,7,5,1448.262968,17.4915,104,31,18,16,1,6,1,0.127272727,110,5,0,418.4481,175,2,0,0,2,0,0,9,24,0,0,184,0,0,0,0,539.52,24.56450798,0.939088209,25.15782815,83.47107438,36,945,1082,30,176,185,8,108,33,19,3.9326,368.3263,1449.2536,0,147,0,530.49
15209,C24H33FO6,436.5136232,0,24,33,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,436.5199896,8.735,39,6,2,2,0,2,0,0.057142857,35,1,0,146.4956,64,1,0,0,0,0,1,0,6,0,0,68,0,0,0,0,93.06,9.804709455,0.967731671,9.13164057,22.7755102,7.008333333,375,440,0,64,68,3,39,6,2,2.4987,110.9386,436.5136232,1,65,0,93.06
16078,C21H30O2,314.4617,0,21,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,314.4689929,10.1179,32,2,1,1,0,0,0,0.16,25,1,0,129.957,53,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,29.46,11.5708143,0.973621051,10.8843099,17.8112,7.086924763,288,303,6,53,55,1,32,2,1,5.7358,97.909,314.4617,0,48,0,29.46
16362,C28H29F2N3O,461.5461664,0,28,29,3,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,3,461.5559894,11.1818,30,2,2,2,0,0,1,0.184210526,38,2,0,161.2503,63,2,0,0,0,0,2,3,1,0,0,67,0,0,0,0,42.23,13.53878665,1.006591394,12.45013154,25.64127424,12.02990388,345,391,22,63,67,1,31,3,1,5.7949,135.8637,461.5461664,2,44,0,41.03
16850,C20H12O5,332.30628,0,20,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,5,3,332.3109918,4.1,17,5,2,2,0,0,0,0,29,2,0,102.1035,37,0,0,0,0,0,0,0,5,0,0,41,0,0,0,0,75.99,10.39868362,0.969134297,9.729868549,17.12247325,6.26962963,204,248,18,37,41,1,17,5,2,3.6658,88.7435,332.30628,0,22,0,75.99
18283,C10H12N2O4,224.21328,0,10,12,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,224.2159953,1.5314,16,5,2,2,0,1,0,0.117647059,17,2,0,69.3652,28,0,0,0,0,0,0,2,4,0,0,29,0,0,0,0,84.32,9.821397507,0.977214052,9.05040552,12.4567474,5.104166667,146,157,6,28,29,3,16,5,2,-0.7091,56.4375,224.21328,0,20,0,84.32
18381,C19H17Cl2N3O5S,470.32638,0,19,17,3,5,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,469.3259916,7.4195,23,9,1,2,1,0,0,0.151515152,33,3,0,124.4946,46,2,0,0,2,0,0,3,5,0,1,49,0,0,0,0,140.87,9.897060511,0.974943879,9.151415612,23.16804408,8.408284024,259,297,11,47,50,3,25,9,2,3.5309,115.754,470.32638,0,36,0,138.04
20279,C10H12ClN5O3,285.68698,0,10,12,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,285.6909947,2.5851,19,8,3,2,0,2,0,0.095238095,21,3,0,79.6934,31,1,0,0,1,0,0,5,3,0,0,33,0,0,0,0,119.31,9.197295998,0.966487424,8.516208667,13.95918367,5.413111342,168,192,10,31,33,0,19,8,3,0.2838,66.522,285.68698,0,23,0,119.31
21319,C19H17ClFN3O5S,453.8717832,0,19,17,3,5,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,452.8709917,6.9052,23,9,1,2,1,0,0,0.151515152,33,3,0,119.4426,46,2,0,0,1,0,1,3,5,0,1,49,0,0,0,0,140.87,9.897114508,0.974919561,9.151724209,23.16804408,8.408284024,259,297,11,47,50,3,25,9,2,3.0166,110.702,453.8717832,1,36,0,138.04
25419,CH4Cl2O6P2,244.892384,0,1,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.8909974,-0.6401,10,6,4,4,4,0,0,0.2,10,0,0,44.1052,15,2,0,0,2,0,0,0,6,2,0,14,0,0,0,0,134.68,6.81449513,0.971192209,6.016628704,11,2.5,68,80,0,15,14,2,10,6,4,0.4307,38.5252,244.892382,0,12,0,134.68
27661,C6H9NO6,191.13876,2,6,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,191.1389958,1.9543,14,3,1,1,0,1,0,0.142857143,14,2,0,46.9332,22,0,0,0,0,0,0,1,6,0,0,23,2,0,0,0,91.06,5.881107566,0.967944661,5.075871694,9.551020408,3.63,123,140,0,22,23,1,14,3,1,-0.755,39.2498,191.13876,0,22,0,93.74
28417,C22H27NO2,337.45528,0,22,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,337.4629925,8.6277,29,3,1,1,0,1,0,0,29,1,0,127.7348,52,0,0,0,0,0,0,1,2,0,0,56,0,0,0,0,46.26,10.19719021,0.954688581,9.681169135,17.12247325,5.510416667,305,364,5,52,56,1,29,3,1,4.221,98.8578,337.45528,0,49,1,46.26
29029,C18H33ClN2O5S,424.98302,0,18,33,2,5,1,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,2,0,424.9909931,8.8788,40,7,5,5,0,3,1,0.285714286,28,2,0,141.8107,60,1,0,0,1,0,0,2,5,0,1,61,0,0,0,0,128.76,10.69039775,0.936693106,10.41291388,23.28061224,10.15625,321,340,0,60,61,1,41,8,4,0.7183,111.1821,424.98302,0,60,0,127.56
29327,C8H15N3O7,265.2206,0,8,15,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,265.2219948,0.8095,25,10,5,5,0,4,0,0.277777778,18,1,0,72.3256,33,0,0,0,0,0,0,3,7,0,0,33,0,0,0,0,151.92,9.521590973,0.968613905,8.830120054,16.05555556,6.9632,165,181,0,33,33,2,25,10,5,-2.5,55.2129,265.2206,0,31,0,151.92
30323,C27H29NO10,527.51986,0,27,29,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,3,0,0,5,2,527.5259877,6.398,39,10,5,4,0,2,0,0.095238095,42,1,0,164.5741,67,0,0,0,0,0,0,1,10,0,0,71,0,0,0,0,187.46,14.94378368,0.965871366,14.47181561,29.49092971,11.00826446,367,415,12,67,71,3,40,11,5,1.7292,131.5,527.51986,0,56,0,185.84
30751,C10H13FN5O7P,365.2116852,0,10,13,5,7,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,3,1,365.2139941,0.8494,22,12,5,4,2,2,0,0.153846154,26,3,0,88.4465,37,1,0,0,0,0,1,5,7,1,0,39,0,0,0,0,201.54,11.664858,0.971860529,11.00260495,18.78106509,6.9575,197,228,10,37,39,1,24,12,5,-1.1427,73.5421,365.2116842,1,28,0,195.88
31307,C21H27FO6,394.4338832,0,21,27,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,394.4389905,4.4906,33,6,4,4,0,4,0,0.064516129,31,0,0,128.2022,55,1,0,0,0,0,1,0,6,0,0,58,0,0,0,0,115.06,11.50712656,0.966879566,10.90130287,21.24037461,6.497686009,313,378,0,55,58,4,33,6,4,0.6205,98.3112,394.4338832,1,54,0,115.06
